IDA & IBRD total,IBT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,47.04717046,,,,,43.53041204,,,,,39.66170166,,,,,35.5558094,,34.03273021,,33.08434261,,,,,29.76209067,,,
IDA total,IDA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,57.5,,,59.1,,,59.1,,,59.9,,,60.7,,,58.6,,,58.4,,,57.4,,,53.6,,,50.7,,49.2,48.3,47.2,46.5,,45.4,,
IDA total,IDA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,38.9,,,40.4,,,40.3,,,41.1,,,41.8,,,39.5,,,39.1,,,37.5,,,33,,,30.2,,28.7,27.8,26.8,26,,25.2,,
IDA total,IDA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,21.6,,,22.6,,,22.4,,,23.1,,,23.7,,,22,,,21.3,,,19.3,,,16.1,,,14.1,,13.2,12.6,12,11.5,,11.1,,
IDA total,IDA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,69.85903669,,,,,67.46131861,,,,,64.1700733,,,,,60.05899326,,59.32603403,,58.88403439,,,,,55.11114556,,,
IDA blend,IDB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,59.59953026,,,,,57.61770071,,,,,55.78015258,,,,,54.66375473,,54.05497326,,53.41988534,,,,,47.25759558,,,
Indonesia,IDN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,69.5,,,69.3,,,63.2,,,63,,,57.4,,66.8,56.3,55.9,54,45.9,45,45.5,43.8,47.1,42.5,42,40.3,36,33.8,32.8,30.9,29.1,27,24.8,22.7
Indonesia,IDN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,50.5,,,49.8,,,41.6,,,41.4,,,34.8,,46.3,32.1,31.1,29,21.1,20.7,21.5,19.8,23.4,19.9,19.2,17.4,15.1,13.7,12.6,11.3,10.2,9,8.3,7.1
Indonesia,IDN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,27.5,,,25.8,,,18,,,17.8,,,13,,22.4,10.1,9.1,7.7,4.2,4.3,5.2,4.3,6.3,4.7,4.4,3.5,2.9,2.3,1.9,1.4,1.2,1.2,1,0.9
Indonesia,IDN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,50.8,,,,,42.6,,,,,34.4,,,,,26.3,,23,,23,,,,,21.8,,,
IDA only,IDX,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57902173,,63.24175456,,63.5024564,,,,,59.82021198,,,
Isle of Man,IMN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,65,,,,,62,,,,59.2,,,,,,57.7,,,,,,,,,,,53.3,,,,,49.6,,43.5,,,,,,
India,IND,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,44.2,,,,,40,,,,36.3,,,,,,34.3,,,,,,,,,,,29.7,,,,,25.8,,19.7,,,,,,
India,IND,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,21,,,,,17.1,,,,13.8,,,,,,12,,,,,,,,,,,9.2,,,,,7,,4.3,,,,,,
India,IND,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,54.9,,,,,48.2,,,,,41.5,,,,,34.8,,32.1,,29.4,,,,,24,,,
Not classified,INX,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.3,0.1,0.3,0.6,0.7,0.7,0.5,0.8,0.5,0.4,,
Ireland,IRL,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0.2,0,0.1,0.4,0.5,0.5,0.2,0.6,0.4,0.3,,
Ireland,IRL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.1,0,0.1,0.3,0.3,0.4,0.1,0.5,0.3,0.2,,
Ireland,IRL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,17,,,,16.2,,,,13.4,,,,11.7,,,,,,,3.8,3.9,,,4,,,,1.9,2.8,2.9,3,
"Iran, Islamic Rep.",IRN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,6.4,,,,5.7,,,,3.9,,,,3.4,,,,,,,0.7,0.7,,,1,,,,0.2,0.5,0.5,0.5,
"Iran, Islamic Rep.",IRN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,1.6,,,,1.4,,,,0.6,,,,0.4,,,,,,,0.1,0.1,,,0.3,,,,0,0,0,0,
"Iran, Islamic Rep.",IRN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,51.9,,,,,,,,,,,,,,,30.3,,,,,,,,,,,,
Iraq,IRQ,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,18.4,,,,,
Iraq,IRQ,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,3.9,,,,,
Iraq,IRQ,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,0.4,,,,,
Iraq,IRQ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,16.9,,,,,16.9,,,,,16.9,,,,,52.8,,52.8,,52.8,,,,,47.2,,,
Iceland,ISL,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.1,0.2,0.1,0,0.1,0.2,0.2,0.1,0,0,,,
Iceland,ISL,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0,0.1,0,0,0,0.1,0.1,0,0,0,,,
Iceland,ISL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,
Iceland,ISL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,1,,,,,,,1.3,,,,,,0.5,,,,,0.9,,,,0.6,,,,1.6,,1.3,,,1.1,,1.3,,1,,0.8,
Israel,ISR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,0.1,,,,,,,0.2,,,,,,0.1,,,,,0.3,,,,0.2,,,,0.5,,0.3,,,0.3,,0.5,,0.3,,0.2,
Israel,ISR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,0,,,,,,,0.1,,,,,,0,,,,,0.2,,,,0,,,,0.3,,0.2,,,0.1,,0.3,,0.1,,0.1,
Israel,ISR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9,0.9,0.9,0.9,0.9,1.1,1.5,1.4,1.6,1.8,1.6,2.3,,
Italy,ITA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6,0.6,0.6,0.7,0.7,0.8,1.1,1.1,1.1,1.3,1.1,1.7,,
Italy,ITA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.9,0.9,0.8,1.1,0.9,1.4,,
Italy,ITA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,17.8,,18.2,,,26.1,,,14.7,,,10.2,,,11.4,,9.3,,,,,,,,,,,,,
Jamaica,JAM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,6.3,,5.4,,,9.8,,,3.8,,,2.9,,,3.2,,2.2,,,,,,,,,,,,,
Jamaica,JAM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,1.7,,0.9,,,2.6,,,0.8,,,0.7,,,0.7,,0.4,,,,,,,,,,,,,
Jamaica,JAM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,,,,,,,
Jordan,JOR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,5.6,,,,,,15.6,,,,,14.3,,,,,10.3,,,,6,,5.3,,3.8,,,,,,,
Jordan,JOR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,0.2,,,,,,4.1,,,,,2.9,,,,,1.8,,,,0.7,,0.5,,0.4,,,,,,,
Jordan,JOR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,0,,,,,,0.5,,,,,0.3,,,,,0.2,,,,0,,0,,0,,,,,,,
Jordan,JOR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,17.7,,19.6,,,,,12.9,,,
Japan,JPN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,
Japan,JPN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,
Japan,JPN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,
Japan,JPN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,21.4,,,,,26.7,23.8,20.3,16.7,20.3,8.5,5.2,4.4,4.7,3.5,1.6,1.5,0.9,1,1.2,2.1,1.3
Kazakhstan,KAZ,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,7,,,,,10,7.6,5.7,3.6,7.1,1.2,0.5,0.4,0.4,0.3,0.1,0.1,0,0,0.1,0.1,0.1
Kazakhstan,KAZ,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,1.7,,,,,2.5,1.4,0.9,0.4,1.6,0.1,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,42.2,,46.2,,,45.2,,,,,,,,53.1,,,,,,,,,,49.2,,
Kenya,KEN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,24.7,,25.8,,,24.8,,,,,,,,33.3,,,,,,,,,,28.4,,
Kenya,KEN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,11.8,,11.3,,,9.8,,,,,,,,16.2,,,,,,,,,,11.6,,
Kenya,KEN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,54.9,,,,,54.8,,,,,54.8,,,,,54.8,,54.8,,54.7,,,,,56,,,
Kyrgyz Republic,KGZ,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,42.3,,55.3,52.8,51.7,49.4,34.8,38.5,29.9,29.4,22.6,20.7,22.7,21.4,22.6,24.3,21,23.2,20.9,20.9
Kyrgyz Republic,KGZ,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,24.2,,32.2,28.9,27.8,24.6,14,15.7,10.9,10.2,5.8,4.1,5.7,4,4.7,5.6,3.5,4.7,3.4,3.5
Kyrgyz Republic,KGZ,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,11.6,,11.2,9.2,8.7,6.2,2.8,3,1.8,2,0.7,0.3,1.1,0.2,0.7,0.5,0.2,0.5,0.2,0.3
Kyrgyz Republic,KGZ,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,,,,,,,,,55.1,,,
Kiribati,KIR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,
Kiribati,KIR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,
Kiribati,KIR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,
Kiribati,KIR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,0.7,,0.5,,,,,
"Korea, Rep.",KOR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.3,,0.3,,0.2,,,,,
"Korea, Rep.",KOR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,0.2,,0.1,,,,,
"Korea, Rep.",KOR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,35.55453621,,,,,32.96253715,,,,,30.31074296,,,,,26.06375205,,24.7812032,,,,,,,20.37690356,,,
Lao PDR,LAO,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,49.1,,,,,60,,,,,51.3,,,,,46.9,,,,,42.9,,,,,
Lao PDR,LAO,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,25.8,,,,,38.2,,,,,27.2,,,,,23.4,,,,,20,,,,,
Lao PDR,LAO,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,7.4,,,,,15.7,,,,,8,,,,,6.3,,,,,5.3,,,,,
Lao PDR,LAO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.3,,,,,,,,,31.4,,,
Lebanon,LBN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,
Lebanon,LBN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Lebanon,LBN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Lebanon,LBN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,,,,,,,,,,,,
Liberia,LBR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,,,,,,,53.8,,53.9,
Liberia,LBR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,,,,,,,30.7,,31.7,
Liberia,LBR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,,,,,,,11.7,,13,
Liberia,LBR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,,,,,65.7,,,
Libya,LBY,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,9.4,
St. Lucia,LCA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,4.8,
St. Lucia,LCA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,2.7,
St. Lucia,LCA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,
Latin America & Caribbean,LCN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,22.4,,,25.6,,,22.5,,,23.9,,,23.4,,,22.9,,,22.5,,,20.8,,,18.2,,,13.8,,12.7,11.9,10.8,10.5,,9.8,,
Latin America & Caribbean,LCN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,11.5,,,13.7,,,11.5,,,12.6,,,12,,,11.9,,,11.7,,,10.2,,,8.7,,,6.2,,5.6,5.2,4.4,4.2,,3.6,,
Latin America & Caribbean,LCN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,5.4,,,6.5,,,5.4,,,6.1,,,5.9,,,5.9,,,5.8,,,4.7,,,4,,,2.8,,2.5,2.4,1.8,1.8,,1.3,,
Latin America & Caribbean,LCN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,35.55202354,,,,,32.96253715,,,,,30.31074296,,,,,25.46397106,,24.7812032,,,,,,,20.41046743,,,
Least developed countries: UN classification,LDC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1853209,,68.76988137,,65.70655307,,,,,62.75026305,,,
Low income,LIC,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,62,,,63.2,,,63.3,,,64.8,,,67.5,,,66.8,,,66.2,,,64.8,,,61.1,,,58.2,,56.7,56.3,55.5,55.1,,55.2,,
Low income,LIC,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,45.1,,,46.5,,,46.4,,,47.3,,,51,,,50.4,,,49.4,,,47.5,,,42.7,,,39.2,,37.6,36.7,35.6,34.9,,34.8,,
Low income,LIC,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,27.3,,,28.7,,,28.3,,,29.1,,,32.9,,,32.3,,,31,,,29.3,,,24.9,,,21.5,,20.3,19.2,18.2,17.6,,17.2,,
Low income,LIC,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,80.36135471,,,,,,,,,,,,,,,67.61728156,,66.3901326,,69.2217009,,,,,64.62221251,,,
Liechtenstein,LIE,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
