country,project_name,year,status,lendprojectcost,boardapprovaldate
Pakistan,Karachi Water Loss Reduction and System Strengthening Project,,Dropped,"125,000,000",
Pakistan,Punjab Irrigation Systems Improvement Project,,Dropped,"250,000,000",
Pakistan,Lahore Urban Transport,,Dropped,"130,000,000",
Pakistan,NWFP AGRICULTURAL DEVELOPMENT PROJECT,,Dropped,"25,000,000",
Sri Lanka,T.A. (RE-CYCLE),,Closed,0,
Belize,Human Resources Development Project,,Dropped,"23,140,000",
Bolivia,Forestry Project,,Closed,0,
Brazil,PETROCHEMICALS II,,Closed,0,
Brazil,Intermodal Transport Industry Project,,Closed,0,
Brazil,Minas Gerais State Highway Management Project,,Dropped,"330,000,000",
Brazil,Rio de Janeiro Early Childhood Development Project,,Dropped,"100,000,000",
Brazil,Land Management Project (04) - Mato Grosso do Sul,,Dropped,"58,000,000",
Chile,Rural Development Project,,Closed,0,
Colombia,Land Settlement Project,,Closed,0,
Bulgaria,BULGARIA IRRIGATION RESTRUCTURING,,Dropped,"35,000,000",
Croatia,Zagreb East Combined Cycle Power & Heat Project,,Dropped,"100,000,000",
Cyprus,Paphos Irrigation Project,,Closed,"14,000,000",
Kazakhstan,KAZAKHSTAN SECOND REAL ESTATE REGISTRATION ROLL OUT PROJECT,,Dropped,"16,000,000",
Romania,ROMANIA GRAIN MARKETING AND EXPORT PROJECT,,Dropped,"88,000,000",
Turkey,Grain Storage Project,,Closed,"104,300,000",
Turkey,LOCAL INITIATIVES AND SOCIAL ASSISTANCE PROJECT,,Dropped,"120,000,000",
Turkey,TURKEY HARRAN PLAIN ON-FARM DEVELOPMENT PROJECT,,Dropped,"125,000,000",
Ukraine,Highway Project,,Dropped,"300,000,000",
Tajikistan,Second Upland Agricultural Livelihood and Environmental Management Project,,Dropped,"10,000,000",
Jordan,Jordan Public Sector Governance,,Dropped,"6,000,000",
Nigeria,Nigeria: Sustainable Mgmt of Mineral Resources-add'l financing,,Dropped,"80,000,000",
Malawi,Malawi:  Development Policy Grant 1,,Dropped,"40,000,000",
Morocco,Drop MA-Financial Sector DPL2,,Dropped,"100,000,000",
Tunisia,TUNISIA - Integration and Competitiveness DPL 2,,Dropped,"300,000,000",
Iraq,Iraq Second Programmatic Fiscal Sustainability Development Policy Loan,,Dropped,"250,000,000",
Tonga,Tonga Energy Road Map Implementation Project,,Dropped,"12,000,000",
Serbia,PEDPL 3,,Dropped,"100,000,000",
Paraguay,Education,,Dropped,"71,000,000",
World,Grant to RMC - Policy Initiative,,Closed,"280,000",
Turkmenistan,Turkmenbashi Port Improvement Project,,Dropped,"62,000,000",
Russian Federation,RUSSIA ENERGY EFFICIENCY (GEF),,Dropped,"322,730,000",
Haiti,Strengthening Agriculture Public Services II,,Dropped,"10,000,000",
Indonesia,ID SPADA II,,Dropped,"85,000,000",
"Congo, Dem. Rep.",DRC-FCPF REDD READINESS,,Pipeline,"8,800,000",
,Regional TA and Capacity Building for the Promotion of Treated Wastewater Reuse in the Mediterranean/MENA Countries,,Dropped,"13,100,000",
Cameroon,CM -- FCPF REDD READINESS,,Pipeline,"200,000",
Uganda,UG - FCPF REDD READINESS,,Pipeline,"4,230,000",
Tonga,Tonga Aviation Infrastructure Investment Project,,Dropped,"15,000,000",
Kiribati,Kiribati Aviation Infrastructure Investment,,Dropped,"15,000,000",
Madagascar,FCPF Readiness Fund Grant,,Pipeline,"5,900,000",
Bangladesh,BD: Siddhirganj Power Project-AF,,Dropped,"310,000,000",
Ecuador,MILAGRO IRRIGATION I,,Closed,0,
Ecuador,Rural Electrification Project,,Closed,0,
Ecuador,Education Project (02),,Dropped,"30,000,000",
El Salvador,Power Project (08),,Closed,0,
Guatemala,Public Sector Management Project,,Dropped,"150,000,000",
Haiti,Sustainable Intensification of Agriculture Project,,Dropped,"20,000,000",
Haiti,Basic Education Project,,Dropped,"60,000,000",
Honduras,WATER I     /RES,,Closed,0,
Mexico,Water Supply and Sewerage Project (02) - Mexico City,,Closed,0,
Mexico,LOS NARANJOS AGRIC D,,Closed,0,
Mexico,SMALL & MED SCALE IN,,Closed,0,
Mexico,POWER XII,,Closed,0,
Nicaragua,AGRICULTURAL CREDIT,,Closed,0,
Panama,IRRIGATION   /RES,,Closed,0,
Panama,DOMESTIC AVIATION,,Closed,0,
Paraguay,AGRICULTURE YBYRABON,,Closed,0,
Paraguay,DOMESTIC AIRPORTS,,Closed,0,
Peru,FOREST INDUSTRY I,,Closed,0,
Uruguay,Public Administration Reform Project,,Dropped,"20,000,000",
Turkmenistan,TURKMENISTAN AGRICULTURAL DEVELOPMENT PROJECT,,Dropped,"30,000,000",
Guatemala,Greater Guatemala City Low-Income Barrios Improvement Project,,Dropped,"20,000,000",
Ukraine,Public Administration Reform Loan Project,,Dropped,"202,000,000",
Lebanon,Greater Beirut Water Supply and Sanitation Project,,Dropped,"115,000,000",
Angola,Luanda Water Supply Project,,Dropped,"40,000,000",
Zimbabwe,Fiscal Restructuring Credit Project,,Dropped,"140,000,000",
Eritrea,Private Sector Reconstruction Credit Project,,Dropped,"29,200,000",
Eritrea,ROAD SECTOR DEVELOPMENT PROGRAM; PHASE 1,,Dropped,"120,000,000",
Russian Federation,Pension Reform Support,,Dropped,"198,510,000",
"Yemen, Rep.",Cultural Heritage Project,,Dropped,"25,000,000",
South Africa,Hospital Sector Reform Loan,,Dropped,"200,000,000",
Philippines,Housing Finance Technical Assistance (HFTA),,Dropped,"4,600,000",
India,RAJASTHAN STATE HIGHWAY PROJECT,,Dropped,"490,400,000",
India,Statistical Systems Modernization,,Dropped,"200,000,000",
India,MP Forestry,,Dropped,"135,000,000",
India,West Bengal State Roads,,Dropped,"540,000,000",
Nepal,Terai Groundwater Irrigation Project,,Dropped,"25,000,000",
Poland,Social Security Reform Project,,Dropped,"120,000,000",
Paraguay,Asuncion Municipal Development Project,,Dropped,"20,000,000",
Bangladesh,Inland Water Transport Efficiency Improvement,,Dropped,"190,000,000",
Pakistan,On-Farm Water Management Project (04),,Dropped,"130,600,000",
Brazil, Power Market Development Project,,Dropped,"75,000,000",
Brazil,Renewable Energy for Rural Electrification Pilot Project,,Dropped,"110,000,000",
Turkmenistan,TURKMENISTAN CROP PROTECTION AND VETERINARY SERVICES PROJECT,,Dropped,"15,000,000",
Senegal,Energy Sector Investment Project,,Dropped,"18,000,000",
China,Beijing Power Urban Network Project,,Dropped,"250,000,000",
Jordan,Disi/Amman Water Conveyor Project,,Dropped,"100,000,000",
Slovak Republic,Industrial Cogeneration Project,,Dropped,"16,300,000",
Vietnam,Curative Care for the Poor Project,,Dropped,0,
Haiti,Economic and Social Fund Project (02),,Dropped,"35,000,000",
Mexico,State Roads Project,,Dropped,"300,000,000",
Burkina Faso,Sustainable Energy Management Project,,Pipeline,"20,000,000",
Colombia,PRIVATE INFRASTRUCTURE FINANCING FACILITY,,Dropped,"50,000,000",
Philippines,Engineering and Science Education Project (02),,Dropped,"206,000,000",
Argentina,Health Insurance Reform Project (02),,Dropped,"600,000,000",
Kenya,District Rural Road Network Rehabilitation Project,,Dropped,"40,000,000",
Ukraine,UA Donetsk Environment,,Dropped,"25,000,000",
Eritrea,Community Development Program,,Dropped,"40,000,000",
Bangladesh,Telecom Sector Reform TA Project,,Dropped,"14,500,000",
Sri Lanka,Power Sector Restructuring Project,,Dropped,"85,000,000",
Latvia,Local Government Management and Finance Project,,Dropped,"10,000,000",
Latvia,Housing Project - Phase (02),,Dropped,"51,000,000",
Sri Lanka,Port Efficiency Improvement,,Dropped,"76,000,000",
Lebanon,Awali - Beirut Water Conveyor Project,,Dropped,"65,000,000",
Malawi,Urban Water Supply Project,,Dropped,"30,000,000",
Mexico,Financial Sector Infrastructure Loan Project,,Dropped,"200,000,000",
Sierra Leone,Education (04),,Dropped,"5,000,000",
Philippines,Solid Waste and Ecological Environment Project,,Dropped,"55,000,000",
El Salvador,SV - LOCAL DEVELOPMENT PROJECT,,Dropped,"200,000,000",
Georgia,Tbilisi Water Supply,,Dropped,"34,600,000",
Albania,ALBANIA COASTAL ZONE MANAGEMENT PROJECT,,Dropped,"18,000,000",
West Bank and Gaza,Agriculture Sector Rehabilitation Project,,Dropped,"7,000,000",
Nepal,Nepal Financial Sector Reform,,Dropped,"50,000,000",
,MNA-Mashreq Trade and Integration Project,,Dropped,"2,600,000,000",
Colombia,Barranquilla Urban Flood Management,,Dropped,"85,000,000",
Morocco,MA Energy Development Fund (Dropped),,Dropped,"250,000,000",
"Egypt, Arab Rep.",Kom Ombo Solar Power,,Dropped,"525,000,000",
Bulgaria,Railway Infrastructure Rehabilitation Project,,Dropped,"101,400,000",
Bulgaria,Education System Results Project,,Dropped,"300,000,000",
World,ALLFISH (GEF),,Pipeline,"2,010,000",
Argentina,Argentina FCPF REDD Readiness,,Pipeline,"3,800,000",
Mexico,Mexico FCPF Readiness Preparation Grant,,Pipeline,"3,800,000",
Russian Federation,North Caucasus Federal Okrug Local Initiatives Support Project,,Dropped,"55,000,000",
Tunisia,Tunisia Vocational Training and Technical Education Modernization,,Dropped,"90,000,000",
Mongolia,Revitalization of Mongolia's Protected Areas through Effective Forest Management of Bogd Khan Uul,,Dropped,"2,330,000",
Nicaragua,Nicaragua FCPF REDD Readiness,,Pipeline,"5,000,000",
Armenia,Tax Administration Reform Project,,Dropped,"15,000,000",
Thailand,BMA Urban Transformation Project,,Dropped,"400,000,000",
Thailand,EGAT And PEA Advancing Clean Energy Investment - CTF,,Dropped,"570,000,000",
Colombia,Colombia FCPF REDD Readiness,,Pipeline,"200,000",
Guinea-Bissau,DROPPED GW- Electricity&Water Refor Prj,,Dropped,"16,000,000",
Kenya,Arid  and Semi-Arid Lands Sector-Wide Program,,Dropped,"160,000,000",
Indonesia,ID - Chiller Energy Efficiency Project,,Dropped,"25,940,000",
Bosnia and Herzegovina,Bosnia PE DPL2,,Dropped,"100,000,000",
Afghanistan,Afghanistan Rural Solar Electrification Project,,Dropped,"20,000,000",
Tunisia,Tunisia Energy Efficiency and Biomass project,,Dropped,"123,900,000",
Russian Federation,Past Environmental Liabilities Program,,Dropped,"75,000,000",
Afghanistan,AFGHANSTAT: Strengthening the National Statistical System,,Dropped,"14,000,000",
Morocco,Morocco-Second Urban Transport Sector DPL,,Dropped,"200,000,000",
Argentina,Improving tax administration in Buenos Aires province,,Dropped,"50,000,000",
Panama,Road Asset Preservation,,Dropped,"160,000,000",
Romania,Results-Based Health Sector Reform Project,,Dropped,"336,840,000",
Kenya,Kenya Development Policy Loan,,Dropped,"100,000,000",
Mali,ML Higher Education Development,,Dropped,"44,700,000",
Tunisia,TN-STEG Concentrated Solar Power,,Dropped,"200,000,000",
,Southern Africa Trade and Transport Facilitation Project - Phase 1,,Dropped,"6,600,000",
Indonesia,Indonesia-Avian and Human Influenza Control and Preparedness Project,,Dropped,"80,000,000",
,African Rift Geothermal Development Program (ARGeo),,Dropped,"17,750,000",
Ecuador,Second Rural Poverty Alleviation and Local Development Project,,Dropped,"40,000,000",
Russian Federation,Microfinance Infrastructure Development,,Dropped,"100,000,000",
Cameroon,Cameroon - Contribution to Health Sector Investment Project,,Dropped,"42,000,000",
Romania,HD programmatic DPL1 (dropped),,Dropped,"100,000,000",
Armenia,Traffic Management and Safety,,Dropped,"35,750,000",
Pakistan,Rural Telecommunications and e-Services Project,,Dropped,"139,860,000",
Indonesia,Life Skills Education for Employment and Entrepreneurship (LSE3),,Dropped,"36,500,000",
Romania,Energy Community Program - Romania Component - Hidroelectrica/Tarnita,,Dropped,"650,000,000",
Djibouti,Avian Influenza and Human Pandemic Preparedness and Response Project,,Dropped,"3,000,000",
Togo,AGAIB Maritime - LICUS Ref. No. 18 C; TF056809,,Closed,"430,000",
Argentina,Argentina Results in Education Project,,Dropped,"110,000,000",
Paraguay,Education Reform (APL 2),,Dropped,"25,000,000",
Romania,Regional and Rural Development,,Dropped,"50,000,000",
Argentina,Argentina Integrated Water Resources Management,,Dropped,"71,000,000",
Mexico,MX-Guerrero Decentralized Rural Transport for Territorial Development Loan,,Dropped,"57,000,000",
Ethiopia,Avian Influenza Control and Human Pandemic Preparedness Project,,Dropped,"42,000,000",
Brazil,Goias State Highway Management Project (APL II),,Dropped,"130,000,000",
Argentina,Rosario Metropolitan Area Infrastructure,,Dropped,"400,000,000",
Peru,DROPPED-PE Low Income Housing,,Dropped,"75,000,000",
Djibouti,DJ-FLOOD EMERGENCY REHAB (SUPPLEMENTAL),,Dropped,"2,000,000",
Brazil,Disease Surveillance & Control (VIGISUS III),,Dropped,"200,000,000",
Philippines,Cavite-Laguna Tollway Project,,Dropped,"180,000,000",
Serbia,Programmatic Private and Financial Development Policy Loan 3,,Dropped,"100,000,000",
Pakistan,National Trade Corridor Improvement Program,,Dropped,"200,000,000",
Pakistan,National Expressways,,Dropped,"696,330,000",
Costa Rica,Telecom Sector Modernization,,Dropped,"13,500,000",
Indonesia,Education Service Improvement through System-Wide Accountability-SISWA,,Dropped,"259,000,000",
Indonesia,Agricultural Exports Competitiveness Project,,Dropped,"88,000,000",
Russian Federation,Carbon Finance 2: Uljanovsk Landfill Gas Reduction Project,,Dropped,"5,000,000",
Russian Federation,CF 5: irkutsk hydropower (DROPPED),,Dropped,"32,000,000",
Madagascar,Transport,,Dropped,"80,000,000",
East Asia & Pacific (IDA & IBRD countries),Mekong-Water Utilization Project II,,Dropped,"17,000,000",
Malawi,MW-Public Sector SWAp,,Dropped,"25,000,000",
Chad,Petroleum Sector Management and Institutional Development Project,,Dropped,"13,800,000",
Bangladesh,Bangladesh Rivers Information and Conservation Project,,Dropped,"180,000,000",
Peru,Agricultural Research and Extension APL Phase 3,,Dropped,"45,000,000",
Tunisia,Integrated Local Development,,Dropped,"110,690,000",
Tanzania,Tanzania - Pension Reform DPL,,Dropped,"120,000,000",
Cambodia,Community-Based Agricultural Productivity Project,,Dropped,"33,000,000",
China,Shandong Weihai Green Transport Corridor Project,,Dropped,"145,000,000",
World,Capacity Development for Sustainable Forest Management through Climate Change Mitigation in Non-Annex I Countries,,Pipeline,"2,810,000",
Kosovo,Kosovo Power Project,,Dropped,"2,000,000,000",
Tunisia,Export Development III,,Dropped,"71,000,000",
Tunisia,Health Services Strengthening,,Dropped,"116,000,000",
India,India: TB II Additional Financing,,Dropped,"200,000,000",
Cambodia,Cambodia Rural Electrification Project,,Dropped,"42,000,000",
Philippines,Philippines Renewable Energy Development,,Dropped,"500,000,000",
Philippines,National Sector Support for Kalusugan Pangkalahatan (Universal Health Care),,Dropped,"300,000,000",
China,Hebei Farm Livestock Waste Management Project,,Dropped,"100,000,000",
Mexico,Mexico: Flagship Interventions in Integrated Water Resources Management Project,,Dropped,"50,000,000",
Costa Rica,DROPPED-CR-Water & Sanit Sctr Modern,,Dropped,"220,000,000",
Ecuador,Low-income Neighborhood Upgrading and Urban Land Management Project,,Dropped,"45,500,000",
Kenya,Justice and Integrity Project,,Dropped,"39,000,000",
Poland,Hard Coal Project,,Dropped,"300,000,000",
Sri Lanka,LK-PRSC II,,Dropped,"125,000,000",
Bulgaria,Rural Development Project,,Dropped,"75,000,000",
Romania,Second Programmatic Adjustment Loan Project,,Dropped,"150,000,000",
Ecuador,DROPPED-EC-Progr. HD Reform II,,Dropped,"90,000,000",
Uganda,UGANDA: National Road Maintenance Reform Project,,Dropped,"160,000,000",
Ukraine,Pension Administration Project,,Dropped,"100,000,000",
Bangladesh,Bangladesh Revenue Administration Modernization Project,,Dropped,"60,000,000",
India,Railway Capacity and Safety Enhancement Project,,Dropped,"250,000,000",
India,Rural Electricity Access,,Dropped,"65,000,000",
El Salvador,Ensuring SME Participation in International Trade,,Dropped,"16,860,000",
Ecuador,Ecuador Trade Adjustment Assistance Project,,Dropped,"40,000,000",
Romania,Jiu Valley Development Project,,Dropped,"150,000,000",
Turkey,Knowledge Economy and Innovation Project,,Dropped,"130,000,000",
Kenya,Financial Sector Reform Credit (FINSERC),,Dropped,"65,000,000",
Pakistan,PUNJAB ON-FARM WATER MANAGEMENT PROJECT,,Dropped,"145,020,000",
,Judicial Conflict Resolution,,Dropped,"35,000,000",
Indonesia,Urban Water and Sanitation Improvement and Expansion Project,,Dropped,"24,540,000",
Vietnam,DROP-VN - Poor Com. Infras. & Livelihood,,Dropped,"50,000,000",
Pakistan,Pakistan Housing Finance Project,,Dropped,"125,000,000",
Vietnam,VN Agricultural Diversification Proj. 2,,Dropped,"85,000,000",
"Gambia, The",Health Project,,Dropped,"8,000,000",
Ukraine,UKRAINE METHYL BROMIDE PHASE-OUT,,Dropped,"10,010,000",
Mongolia,MN - Infrastructure Services Delivery Project,,Dropped,"15,000,000",
India,West Bengal Health Sector Development Project,,Dropped,"17,000,000",
,Venezuela-Expanding Partnerships for the National Parks System,,Dropped,"26,000,000",
Pakistan,Community-Based Maternal and Child Health Project,,Dropped,"360,000,000",
India,ICDS Reform,,Dropped,"60,000,000",
Poland,TIR - Transport Infrastructure Rehabilitation Project,,Dropped,"515,500,000",
Kazakhstan,Territorial Development (JERP),,Dropped,"215,000,000",
India,Luhri Hydro Electric Project,,Dropped,"1,150,000,000",
Colombia,Colombia: Cartagena Landfill Gas Recovery Project,,Dropped,"3,800,000",
Pakistan,KARACHI DOCK LABOR PROJECT,,Dropped,"79,000,000",
Sri Lanka,Sri Lanka: Avian and Human Influenza Control and Preparedness Project,,Dropped,"15,500,000",
Costa Rica,Costa Rica E-Government Modernization,,Dropped,"15,000,000",
India,TA for Urban transport Planning,,Closed,"450,000",
Ukraine,KIEV DISTRICT HEAT (dropped),,Dropped,"57,000,000",
Kenya,Nairobi Urban Toll Road-PRG,,Dropped,"30,000,000",
Madagascar,Commune Development Support Program,,Dropped,"136,400,000",
Liberia,Establishment of Protected Areas Network,,Dropped,"7,100,000",
Armenia,ARMENIA:   Railways Restructuring,,Dropped,"28,600,000",
Cambodia,Rural Electrification and Transmission Project,,Dropped,0,
Bhutan,Avian Influenza Control Project,,Dropped,"1,000,000",
China,CN-CF-Meishan CDQ Project,,Dropped,"4,750,000",
Kyrgyz Republic,Strengthening the National Statistical System of Kyrgyz Republic,,Dropped,"6,600,000",
Sri Lanka,Legal and Judicial Infrastructure and Development Project,,Dropped,"48,600,000",
India,India Energy Efficiency at Steel Forging Cluster,,Dropped,"17,100,000",
Benin,to drop BJ-Energy Sector Dev TAL (DR),,Dropped,"8,000,000",
Tajikistan,Third Poverty Alleviation Project,,Dropped,"2,670,000",
India,BBMB Hydro Power Rehab Project - Carbon Finance,,Dropped,"138,880,000",
India,IN: Gujarat Solid Waste and Composting,,Dropped,0,
Vietnam,Financial Market Infrastructure Development Project,,Dropped,"41,000,000",
Kenya,Kenya Economic and Social Empowerment Program (ESEP),,Dropped,"65,000,000",
Peru,PE-Tertiary Education Project,,Dropped,"50,000,000",
Nepal,NP Access to Financial Services Project,,Dropped,"30,000,000",
Cambodia,Cambodia Environment and Protected Areas Management Project,,Dropped,"10,000,000",
Ecuador,Chimborazo Natural Resources Management Project (GEF),,Dropped,"11,300,000",
China,LKD CN-CF-Luojing COREX,,Dropped,0,
Pakistan,Additional Financing For the Earthquake Emergency Recovery Project,,Dropped,"130,000,000",
Lesotho,Lesotho Hospital Public Private Partnership-Partial Risk Guarantee,,Dropped,"5,000,000",
India,ORISSA Water Sector Improvement Mahanadi Basin Project,,Dropped,"300,000,000",
Lebanon,Second Reform Implementation Development Policy Loan,,Dropped,"50,000,000",
Azerbaijan,Financial Services Modernization Project,,Dropped,"11,000,000",
India,Urban Water Supply and Sanitation Modernization Project,,Dropped,"1,000,000,000",
"Yemen, Rep.",Al-Mocha Wind Park,,Dropped,"125,000,000",
Mongolia,Forest Conservation,,Dropped,"7,000,000",
Colombia,First Water and Sanitation Departmental Modernization Adaptable Lending Program,,Dropped,"227,200,000",
Russian Federation,Southern Okrug Local Initiatives Support Project,,Dropped,"60,000,000",
China,China Xinjiang Aksu Pig Farm Biogas Project,,Dropped,"2,380,000",
Nepal,Nepal: Post-Conflict Recovery Program,,Dropped,"120,000,000",
Bosnia and Herzegovina,SEEC Catastrophe Risk Insurance Facility APL2,,Dropped,"2,500,000",
Argentina,Social Inclusion SWAp,,Dropped,"60,000,000",
China,YinXi Railway,,Dropped,"9,231,000,000",
Algeria,DZ-Improved Desert Ecosystems and Climate Resilient Oases,,Dropped,"31,400,000",
"Yemen, Rep.",Micro and Small Enterprise Revitalization Project,,Dropped,"45,000,000",
Kenya,tobedroppedKENYA:  Lake Turkana Wind Project,,Dropped,"78,000,000",
South Asia,Third Phase of the APL on Strengthening Regional Cooperation for Wildlife Protection in Asia,,Dropped,"30,000,000",
India,IN INTEGRATED FLOOD AND EROSION MANAGEMENT IN NORTHEAST REGION,,Dropped,"150,000,000",
Indonesia,ID-Renewable Energy for Electrification Project,,Dropped,"300,000,000",
Lao PDR,Lao Public Financial Management Project,,Dropped,"24,000,000",
Indonesia,Indonesia Water and Sanitation Investment Facility Project,,Dropped,"140,000,000",
Mauritius,Road Asset Management and Safety Project,,Dropped,"210,000,000",
Indonesia,National Urban Development Program,,Dropped,"480,000,000",
Mozambique,MZ - FCPF REDD+  READINESS PREPARATION SUPPORT,,Pipeline,"3,600,000",
China,Concentrated Solar Power Project,,Dropped,"156,000,000",
India,India - CTF support for NMEEE - Super Efficient Equipment Program,,Dropped,"50,000,000",
Nepal,Enhancing Resilience of Endangered Species to Climate Change,,Dropped,"5,000,000",
Albania,Financial Sector Modernization Loan,,Dropped,"100,000,000",
Thailand,Thailand FCPF Readiness Preparation Project,,Pipeline,"3,980,000",
Kazakhstan,Syr Darya Control and Northern Aral Sea Project - Phase II,,Dropped,"325,800,000",
Sierra Leone,SL Bumbuna Hydroelectric Completion (CN),,Dropped,"7,920,000",
India,IN:Rural Telecommunications Development Project,,Dropped,"60,000,000",
,Conservation and Sustainable Use of Neotropical Native Crops and Wild Relatives of Crops,,Dropped,"20,000,000",
Europe & Central Asia,Geothermal Energy Development Program (GeoFund): 2nd tranche,,Dropped,"10,000,000",
"Egypt, Arab Rep.",EG-GREATER CAIRO DEVELOPMENT PROJECT,,Dropped,"130,000,000",
Guatemala,Guatemala Credit Enhancement for Housing and Community Services,,Dropped,"20,000,000",
Brazil,Sergipe State Integrated Project: Rural Poverty,,Dropped,"28,000,000",
,Flood Preparedness and Early Warning in the Eastern Nile,,Dropped,"55,000,000",
,EU Accession E-GOVT TA (SIDEM APL #2),,Dropped,"4,500,000",
India,Gas Recovery and Reuse from Closure of Three Delhi Landfills (Carbon Finance),,Dropped,"15,000,000",
India,Gujarat Urban Development Program,,Dropped,"180,000,000",
,DBSA Regional Carbon Finance Operation,,Dropped,"20,000,000",
Guinea-Bissau,Economic Management Reform Credit,,Dropped,"10,000,000",
Romania,Revenue Administration Reform Project,,Dropped,"106,000,000",
Dominican Republic,Institutional Strengthening TA,,Dropped,"12,000,000",
Pakistan,Northern Areas Education Project - II,,Dropped,"25,000,000",
Colombia,CO BOGOTA URBAN SERVICES 2,,Dropped,"60,000,000",
Brazil,BR Municipal APL1: Cubatao - Guara,,Dropped,"24,380,000",
,Iran Technical and Vocational Training Project,,Dropped,0,
Zambia,Support to Decentralization Implementation Program (SUDIP),,Dropped,"100,000,000",
Uzbekistan,Bukhara Samarkand Solid Waste Management Project,,Dropped,"21,500,000",
Mexico,MEXICO INDIGENOUS PEOPLES DEVELOPMENT PROJECT,,Dropped,"1,750,200,000",
Mexico,MX Phase II Tertiary Education Student Assistance Project,,Dropped,"60,000,000",
Bolivia,BO Productivity and Job Creation (formerly Competitiveness),,Dropped,"15,000,000",
Uruguay,UY Power Sector Interconnection Project,,Dropped,"160,000,000",
China,China-PFC-Shanxi Qingshui Coal Mine Methane,,Dropped,"75,000,000",
Morocco,Morocco Education and Training Sector Emergency Program Support,,Dropped,"4,249,750,000",
Russian Federation,Carbon Finance Project 1: Danilovsk Gas Flaring,,Dropped,"36,000,000",
"Egypt, Arab Rep.",Egypt Community and Local Dev. Project,,Dropped,"100,000,000",
"Egypt, Arab Rep.",Egypt Education Reform Program,,Dropped,"60,000,000",
Afghanistan,Emergency Power Rehabilitation II,,Dropped,"80,000,000",
Pakistan,Punjab Large Cities DPL,,Dropped,"100,000,000",
India,Second Rural Roads Project,,Dropped,"1,500,000,000",
,Road Safety Project,,Dropped,"104,900,000",
Brazil,Brazil National Electrification Program,,Dropped,"1,700,000,000",
Ecuador,Agricultural Competitiveness and Sustainable Rural Development (CADERS),,Dropped,"35,800,000",
,Productivity Enhancement and Export Promotion,,Dropped,"21,000,000",
Brazil,First Employment Project,,Dropped,"470,000,000",
India,Kerela Health Sector Support,,Dropped,"160,000,000",
Romania,Romania Shelterbelts and Sustainable Agriculture Biocarbon Fund Project,,Dropped,"5,500,000",
Georgia,Georgia: Communications Sector Universal Access Project,,Dropped,"9,700,000",
Ukraine,Muni Crdt Mrkt Devt (APL #1) (Dropped),,Dropped,"180,000,000",
China,GUANGDONG PEARL RIVER DELTA URBAN ENVIRONMENT II,,Dropped,"700,000,000",
Sri Lanka,Sri Lanka Statistical Capacity Building,,Dropped,"15,000,000",
Brazil,Social Housing Program in Brazil,,Dropped,"551,000,000",
Mauritania,Poverty Reduction Strategy Credit,,Dropped,"25,000,000",
Bangladesh,South Zone Power Distribution Project,,Dropped,"200,000,000",
Georgia,COMMUNITY-BASED TOURISM AND CULTURAL ASSET MANAGEMENT,,Dropped,"3,300,000",
Serbia,SERBIA MUNICIPAL WATER AND SANITATION PROJECT,,Dropped,"40,000,000",
Argentina,Sustainable Forestry Development,,Dropped,"35,000,000",
Argentina,BA ity Infrastructure DO NOT USE,,Dropped,"180,000,000",
India,National Urban Reform Fund,,Dropped,"400,000,000",
Philippines,Private Sector Support for Rural Finance,,Dropped,"155,000,000",
Lebanon,Lebanon Health Sector Development,,Dropped,"15,000,000",
Brazil,BR Municipal APL: Belo Horizonte Urban Upgrading and Inclusion Project,,Dropped,"54,770,000",
Bosnia and Herzegovina,Program Development Policy Credit (formerly Corporate Restructuring PSAC),,Dropped,"20,000,000",
Romania,District Heating Restructuring Project,,Dropped,"250,000,000",
Guatemala,Markets for Sustainable Energy,,Dropped,"65,000,000",
Guinea-Bissau,Education for All - Fast Track Initiative Program,,,"12,000,000",
Pakistan,Thar Coal and Power Technical Assistance,,Dropped,"30,000,000",
Madagascar,Madagascar EFA Plan - Catalytic Fund,,Dropped,"22,020,000",
Cambodia,Smallholder Agriculture and Social Protection Support,,Dropped,"13,000,000",
Kazakhstan,Hazardous and POPs Waste Management Project,,Dropped,"92,450,000",
"Yemen, Rep.",RY-Climate Resilient ICZM (LDC),,Dropped,"14,500,000",
,WAPP  (Phase 3) Adjarala Hydroelectric Project,,Dropped,"450,000,000",
China,Jiangsu Tai Lake  Environment Improvement Project,,Dropped,"378,000,000",
Russian Federation,Russian Development Bank Partial Credit Guarantee,,Dropped,"500,000,000",
"Egypt, Arab Rep.",EG-UT Infrastructure Development (to be dropped),,Dropped,"730,000,000",
China,CN-CF-Shandong Provincial BiogasCDM Prog,,Pipeline,0,
Pakistan,Pakistan - Enhanced Nutrition for Mothers and Children Project,,Dropped,"60,000,000",
,Regional Project for Lake Basin Conservation and Development,,Dropped,"52,000,000",
Tajikistan,POPs Elimination; Mitigation and Site Management Project,,Dropped,"12,040,000",
Jordan,Jordan Silos Extension,,Dropped,"130,000,000",
Poland,Poland Enterprise Finance Project (PEF),,Dropped,"500,000,000",
World,TTR - Banana Skin; Phase 2,,Closed,"50,000",
Guyana,Community non-Timber Forest Uses,,Dropped,"5,000,000",
World,TTR MIX Phase III,,Closed,"1,500,000",
,Africa Mineral Governance Project APL1,,Dropped,"31,000,000",
Armenia,Armenia Lifeline Road Network Improvement Project,,Dropped,"50,000,000",
Bolivia,Feeder Roads Sector Development Project,,Dropped,"29,500,000",
